,name,lat,lng,oficina_principal,totalOffices,description,total_money_raised,RestaurantsNumber,RestaurantsRating,TravelNumber,SportNumber,TRAIN_AIRPORT_Number,Night_club_number,Number_SCHOOL,SUM,NUM_empresas_cercanas,SUM_TOTAL,NUM_empresas
0,Technorati,37.779558,-122.393041,"{'type': 'Point', 'coordinates': [-122.393041, 37.779558]}",1.0,Advertising platform/Publisher network,35952000.0,0.10671276085184739,-0.0663468924788882,-0.04758762055274353,0.07670998005354275,-0.020825346733591467,0.11935571421952923,0.038287346678932965,0.020630594203862915,1.2868078424245735,-1.2661772482207105,270
1,Zopa,51.517904,-0.139947,"{'type': 'Point', 'coordinates': [-0.139947, 51.517904]}",1.0,P2P Lending,37968000.0,0.13615076384546046,-0.12908493298290305,0.22114247198039647,0.07670998005354275,0.5146835692730466,0.11935571421952923,0.038287346678932965,0.09772449130680054,-0.30698652961430706,0.4047110209211076,50
2,OneRiot,40.01621,-105.28131,"{'type': 'Point', 'coordinates': [-105.28131, 40.01621]}",1.0,Advertising Network for Twitter Apps,30576000.000000004,0.13615076384546046,0.09943756688404737,-0.04758762055274353,-0.08793583079308559,-0.19932831873580414,-0.005683605439025201,0.038287346678932965,-0.0066659698112217685,-0.5605447251659472,0.5538787553547254,15
3,AdReady,47.649027,-122.346299,"{'type': 'Point', 'coordinates': [-122.346299, 47.649027]}",1.0,Advertising technology company,19936000.000000004,0.13615076384546046,0.10561385066423615,-0.04758762055274353,0.07670998005354275,-0.12792712993491906,-0.07388687070732762,0.038287346678932965,0.010736032004718211,-0.5388111655472351,0.5495471975519532,18
4,Predictify,37.486571,-122.229161,"{'type': 'Point', 'coordinates': [-122.229161, 37.486571]}",1.0,Marketing Prediction Software,4816000.0,0.13615076384546046,-0.11055608164233775,-0.04758762055274353,0.016838776109314262,0.08627643646773614,-0.03978523807317641,0.038287346678932965,0.007962438283318614,-0.4591214469452911,0.4670838852286097,29
5,Gydget,37.791733,-122.398398,"{'type': 'Point', 'coordinates': [-122.398398, 37.791733]}",1.0,Marketing Widget Maker,1120000.0,0.13615076384546046,-0.01791182493952005,0.01959490258054146,0.07670998005354275,-0.020825346733591467,0.11935571421952923,0.038287346678932965,0.03513615357048954,1.2143626436955333,-1.1792264901250438,260
6,blinkbox music,51.7319786,-1.2063327,"{'type': 'Point', 'coordinates': [-1.2063327, 51.7319786]}",1.0,Music,6720000.000000001,-0.18766726908428333,-0.15447632185700816,-0.04758762055274353,-0.07296802980702848,-0.056525941134034,-0.09662129246342842,0.038287346678932965,-0.0577559128219593,-0.6474789636407952,0.5897230508188358,3
7,HEXIO,43.407099,-70.5745187,"{'type': 'Point', 'coordinates': [-70.5745187, 43.407099]}",1.0,Data Mining,22400000.000000004,-0.39373329003957486,0.5317774314971963,-0.04758762055274353,-0.20767823868154256,-0.19932831873580414,-0.10798850334147883,-0.3336468782021301,-0.07581854180560778,-0.6692125232595072,0.5933939814538994,0
8,Ad Infuse,37.793375,-122.404571,"{'type': 'Point', 'coordinates': [-122.404571, 37.793375]}",1.0,Advertising for Mobile video,19712000.000000004,0.13615076384546046,0.03767472908216926,0.01959490258054146,0.07670998005354275,-0.020825346733591467,0.11935571421952923,0.038287346678932965,0.040694808972658474,1.2505852430600533,-1.2098904340873948,265
9,Covario,32.912063,-117.114827,"{'type': 'Point', 'coordinates': [-117.114827, 32.912063]}",1.0,Marketing Analytics,17920000.0,-0.09935326010344413,0.01708711648154322,-0.04758762055274353,-0.04303242783491423,-0.1636277243353616,-0.10798850334147883,0.038287346678932965,-0.04062150730074662,-0.6692125232595072,0.6285910159587605,0
