,_id,category_code,deadpooled_year,founded_year,lat,lng,name,number_of_employees,oficina,tag_list,total_money_raised
0,5d245689f82093f85a6ef96e,games_video,,,34.025958,-118.379768,Flektor,,"{'type': 'Point', 'coordinates': [-118.379768, 34.025958]}","flektor, photo, video",
1,5d245689f82093f85a6ef976,games_video,,,37.451151,-122.154369,Lala,,"{'type': 'Point', 'coordinates': [-122.154369, 37.451151]}",,44200000.0
2,5d245689f82093f85a6ef97a,games_video,,2006.0,40.7464969,-74.0094471,Joost,0.0,"{'type': 'Point', 'coordinates': [-74.0094471, 40.7464969]}","iptv, babelgum, television, video, theveniceproject",45000000.0
3,5d245689f82093f85a6ef97b,games_video,2008.0,2007.0,37.09024,-95.712891,Sparter,,"{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}","gaming, game, wow, worldofwarcraft, virtualgoods",
4,5d245689f82093f85a6ef982,games_video,,2004.0,32.902266,-117.20834,Veoh,,"{'type': 'Point', 'coordinates': [-117.20834, 32.902266]}","veoh, video, veohtv, socialvideo, videosharing, crunchbase, inuyasha",69800000.0
5,5d245689f82093f85a6ef984,games_video,,2006.0,37.788482,-122.409173,Kyte,40.0,"{'type': 'Point', 'coordinates': [-122.409173, 37.788482]}","video, mobile, iphone-app, video-platform, mobile-app, media, interactive",23400000.0
6,5d245689f82093f85a6ef98e,games_video,2013.0,2007.0,53.344104,-6.267494,Babelgum,,"{'type': 'Point', 'coordinates': [-6.267494, 53.344104]}","iptv, web2ireland",13200000.0
7,5d245689f82093f85a6ef999,games_video,,2006.0,31.046051,34.851612,blogTV,,"{'type': 'Point', 'coordinates': [34.851612, 31.046051]}","blogtv, broadcast, chat, live",3000000.0
8,5d245689f82093f85a6ef99a,games_video,2013.0,2006.0,34.051409,-118.254558,Stickam,35.0,"{'type': 'Point', 'coordinates': [-118.254558, 34.051409]}","video, livestream, webcam, live, livechat, chat, broadcast, stream",
9,5d245689f82093f85a6ef99b,games_video,,2004.0,40.722655,-73.99873,Pando Networks,23.0,"{'type': 'Point', 'coordinates': [-73.99873, 40.722655]}","p2p, video, streaming, download, cdn",11000000.0
10,5d245689f82093f85a6ef99c,games_video,,2007.0,40.801358,-74.3372,AdaptiveBlue,15.0,"{'type': 'Point', 'coordinates': [-74.3372, 40.801358]}","semantic-web, contextual-browsing, recommendations, entertainment, checkins",24000000.0
11,5d245689f82093f85a6ef99d,games_video,,2005.0,37.627971,-122.426804,YouTube,0.0,"{'type': 'Point', 'coordinates': [-122.426804, 37.627971]}","channels, movies, rentals, share, usergeneratedvideo, viralvideo, video, videos",11500000.0
12,5d245689f82093f85a6ef9a8,games_video,,2006.0,37.780716,-122.393913,CastTV,0.0,"{'type': 'Point', 'coordinates': [-122.393913, 37.780716]}","videosearch, techcrunch40",3100000.0
13,5d245689f82093f85a6ef9a9,games_video,,2005.0,37.757758,-122.388243,Revision3,,"{'type': 'Point', 'coordinates': [-122.388243, 37.757758]}","video, digg, msn",9000000.0
14,5d245689f82093f85a6ef9aa,games_video,2007.0,2000.0,55.755786,37.617633,AllofMP3,,"{'type': 'Point', 'coordinates': [37.617633, 55.755786]}",music,
15,5d245689f82093f85a6ef9ab,games_video,2010.0,2006.0,51.808933,6.553452,SellABand,,"{'type': 'Point', 'coordinates': [6.553452, 51.808933]}","musicmonetizatoin, music, bands",5000000.0
16,5d245689f82093f85a6ef9ac,games_video,,,37.553385,-122.302149,There,,"{'type': 'Point', 'coordinates': [-122.302149, 37.553385]}","virtualworld, there, teens",
17,5d245689f82093f85a6ef9b0,games_video,,2007.0,37.421621,-122.137444,Funny Or Die,,"{'type': 'Point', 'coordinates': [-122.137444, 37.421621]}","celebrity, video, comedy",18000000.0
18,5d245689f82093f85a6ef9b2,games_video,,2000.0,37.590339,-122.341715,MeeVee,,"{'type': 'Point', 'coordinates': [-122.341715, 37.590339]}","tvguide, video",25000000.0
19,5d245689f82093f85a6ef9bb,games_video,,2007.0,37.392936,-122.07948,Ustream,250.0,"{'type': 'Point', 'coordinates': [-122.07948, 37.392936]}","live, stream, streaming, video, videos, broadcast, broadcasting, mobile, app",60100000.0
20,5d245689f82093f85a6ef9bc,games_video,,2007.0,40.726155,-73.995625,Livestream,120.0,"{'type': 'Point', 'coordinates': [-73.995625, 40.726155]}","mogulus, ustream, justin-tv, live-broadcast, streaming, video, livecastr, livestream",14700000.0
21,5d245689f82093f85a6ef9c1,games_video,,2004.0,37.793819,-122.395089,blinkx,,"{'type': 'Point', 'coordinates': [-122.395089, 37.793819]}","videosearch, search, multimediasearch",
22,5d245689f82093f85a6ef9cf,games_video,,2005.0,37.484619,-122.206893,RockYou,106.0,"{'type': 'Point', 'coordinates': [-122.206893, 37.484619]}","widgets, photos, avatars, countdown, horoscope, voicemail, rockyou, facebook, highoktane",136000000.0
23,5d245689f82093f85a6efa3a,games_video,,2002.0,47.615313,-122.323408,iLike,28.0,"{'type': 'Point', 'coordinates': [-122.323408, 47.615313]}","socialmusic, ilike, musicrecommendation, music, social, artists, musicians",16500000.0
24,5d245689f82093f85a6efa4b,games_video,,2003.0,37.788668,-122.400558,hi5,100.0,"{'type': 'Point', 'coordinates': [-122.400558, 37.788668]}","hi5, socialnetworking, musicnetwork, youyu",52000000.0
25,5d245689f82093f85a6efa53,games_video,,1889.0,36.204824,138.252924,Nintendo,5080.0,"{'type': 'Point', 'coordinates': [138.252924, 36.204824]}","games, console",
26,5d245689f82093f85a6efa5d,games_video,,1992.0,37.536172,-122.327323,Jaman,,"{'type': 'Point', 'coordinates': [-122.327323, 37.536172]}","cinema, indie, jaman, movies, films, independent, world",
27,5d245689f82093f85a6efa63,games_video,,2006.0,37.787092,-122.399972,Curse,58.0,"{'type': 'Point', 'coordinates': [-122.399972, 37.787092]}","mmo, curse",12000000.0
28,5d245689f82093f85a6efa67,games_video,2009.0,2004.0,37.419819,-122.090188,PeerMe,,"{'type': 'Point', 'coordinates': [-122.090188, 37.419819]}","voip, mvoip, videoconferencing",5000000.0
29,5d245689f82093f85a6efa70,games_video,,2005.0,37.4858654,-122.2262606,Vuze,20.0,"{'type': 'Point', 'coordinates': [-122.2262606, 37.4858654]}",,34000000.0
30,5d245689f82093f85a6efa77,games_video,,2005.0,37.408256,-122.154176,PodTech,,"{'type': 'Point', 'coordinates': [-122.154176, 37.408256]}","videonetwork, onlinevideo, technologyvideo",7500000.0
31,5d245689f82093f85a6efa7e,games_video,,2005.0,47.61968,-122.356756,BuddyTV,20.0,"{'type': 'Point', 'coordinates': [-122.356756, 47.61968]}","tv, tvguide",10600000.0
32,5d245689f82093f85a6efa81,games_video,,2004.0,34.017506,-118.401579,Crackle,,"{'type': 'Point', 'coordinates': [-118.401579, 34.017506]}","online-video, movies, television, original, online, content, sony",1750000.0
33,5d245689f82093f85a6efa99,games_video,2012.0,2005.0,42.417268,-71.258466,PermissionTV,,"{'type': 'Point', 'coordinates': [-71.258466, 42.417268]}","tv, permissiontv, online-video-platform, interactivity, publishing, movies, ondemand, video",9000000.0
34,5d245689f82093f85a6efa9a,games_video,2009.0,2007.0,34.052187,-118.243425,WebbAlert,,"{'type': 'Point', 'coordinates': [-118.243425, 34.052187]}","webbalert, blog, video, vlog, technology, gaming, news, bebospy-com",
35,5d245689f82093f85a6efa9c,games_video,,1923.0,34.156802,-118.324987,The Walt Disney Company,25000.0,"{'type': 'Point', 'coordinates': [-118.324987, 34.156802]}","disney, media, entertainment, movies",
36,5d245689f82093f85a6efaa1,games_video,,2006.0,37.09024,-95.712891,WallStrip,,"{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}","videoblog, financialnews",600000.0
37,5d245689f82093f85a6efaa9,games_video,2009.0,,29.427051,-98.487764,MyToons,,"{'type': 'Point', 'coordinates': [-98.487764, 29.427051]}","animation, video, mytoons, films, cartoons",
38,5d245689f82093f85a6efaaa,games_video,,2006.0,31.046051,34.851612,Aniboom,25.0,"{'type': 'Point', 'coordinates': [34.851612, 31.046051]}","animation-production, cartoon-production, cartoon, video, anime, cartoons, animations, online-collaboration",14500000.0
39,5d245689f82093f85a6efaac,games_video,,1995.0,42.7973978,-70.8873327,ActiveWorlds,,"{'type': 'Point', 'coordinates': [-70.8873327, 42.7973978]}","virtualworld, universe, activeworlds, world, 3d, onlinegaming",
40,5d245689f82093f85a6efabd,games_video,,2003.0,37.437328,-122.159928,Metacafe,,"{'type': 'Point', 'coordinates': [-122.159928, 37.437328]}","online-video, video-entertainment, online-entertainment, digital-entertainment, movies, video-games, sports, music, tv",50000000.0
