,_id,category_code,deadpooled_year,founded_year,lat,lng,name,number_of_employees,oficina,tag_list,total_money_raised
0,5d245689f82093f85a6ef96b,web,1.0,2005.0,47.603122,-122.333253,Wetpaint,47.0,"{'type': 'Point', 'coordinates': [-122.333253, 47.603122]}","wiki, seattle, elowitz, media-industry, media-platform, social-distribution-system",39800000.0
1,5d245689f82093f85a6ef96c,web,1.0,2005.0,40.7237306,-73.9964312,Wetpaint,47.0,"{'type': 'Point', 'coordinates': [-73.9964312, 40.7237306]}","wiki, seattle, elowitz, media-industry, media-platform, social-distribution-system",39800000.0
2,5d245689f82093f85a6ef970,news,,2004.0,37.764726,-122.394523,Digg,60.0,"{'type': 'Point', 'coordinates': [-122.394523, 37.764726]}","community, social, news, bookmark, digg, technology, design",45000000.0
3,5d245689f82093f85a6ef971,web,,2006.0,34.090368,-118.393064,Geni,18.0,"{'type': 'Point', 'coordinates': [-118.393064, 34.090368]}","geni, geneology, social, family, genealogy",16500000.0
4,5d245689f82093f85a6ef972,web,,2003.0,37.48413,-122.169472,Gizmoz,,"{'type': 'Point', 'coordinates': [-122.169472, 37.48413]}","avatar, widget, 3d, facial, taylor",18100000.0
5,5d245689f82093f85a6ef973,web,,2002.0,37.775196,-122.419204,StumbleUpon,,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}","content-discovery, find, content, stumble, toolbar",18500000.0
6,5d245689f82093f85a6ef975,music,,2006.0,33.022176,-117.081406,Slacker,,"{'type': 'Point', 'coordinates': [-117.081406, 33.022176]}",,73100000.0
7,5d245689f82093f85a6ef976,games_video,,,37.451151,-122.154369,Lala,,"{'type': 'Point', 'coordinates': [-122.154369, 37.451151]}",,44200000.0
8,5d245689f82093f85a6ef978,news,,2007.0,37.789634,-122.404052,Scribd,50.0,"{'type': 'Point', 'coordinates': [-122.404052, 37.789634]}","book-subscription, digital-library, netflix-for-books, sharing, documents, social, pdf, social-publishing, online-publishing",25800000.0
9,5d245689f82093f85a6ef979,search,,2006.0,37.778613,-122.395289,Powerset,60.0,"{'type': 'Point', 'coordinates': [-122.395289, 37.778613]}","searchengine, google, techcrunch40, natural-language",22500000.0
10,5d245689f82093f85a6ef97a,games_video,,2006.0,40.7464969,-74.0094471,Joost,0.0,"{'type': 'Point', 'coordinates': [-74.0094471, 40.7464969]}","iptv, babelgum, television, video, theveniceproject",45000000.0
11,5d245689f82093f85a6ef97d,advertising,,2002.0,37.779558,-122.393041,Technorati,35.0,"{'type': 'Point', 'coordinates': [-122.393041, 37.779558]}","blogs, search",32100000.0
12,5d245689f82093f85a6ef97e,web,,2007.0,34.017606,-118.487267,Mahalo,40.0,"{'type': 'Point', 'coordinates': [-118.487267, 34.017606]}","search, search-engine, human-powered-search, aaa",21000000.0
13,5d245689f82093f85a6ef97f,advertising,,2004.0,38.926172,-77.245195,AddThis,120.0,"{'type': 'Point', 'coordinates': [-77.245195, 38.926172]}","sharing, social-applications, social-media, analytics, audience-targeting, advertising-solutions, web-plugins, consumer-engagement-tools, big-data",73000000.0
14,5d245689f82093f85a6ef980,advertising,,2004.0,40.724604,-73.996876,AddThis,120.0,"{'type': 'Point', 'coordinates': [-73.996876, 40.724604]}","sharing, social-applications, social-media, analytics, audience-targeting, advertising-solutions, web-plugins, consumer-engagement-tools, big-data",73000000.0
15,5d245689f82093f85a6ef981,advertising,,2004.0,34.0263021,-118.380954,AddThis,120.0,"{'type': 'Point', 'coordinates': [-118.380954, 34.0263021]}","sharing, social-applications, social-media, analytics, audience-targeting, advertising-solutions, web-plugins, consumer-engagement-tools, big-data",73000000.0
16,5d245689f82093f85a6ef982,games_video,,2004.0,32.902266,-117.20834,Veoh,,"{'type': 'Point', 'coordinates': [-117.20834, 32.902266]}","veoh, video, veohtv, socialvideo, videosharing, crunchbase, inuyasha",69800000.0
17,5d245689f82093f85a6ef983,advertising,,2004.0,42.557958,-83.167884,AddThis,120.0,"{'type': 'Point', 'coordinates': [-83.167884, 42.557958]}","sharing, social-applications, social-media, analytics, audience-targeting, advertising-solutions, web-plugins, consumer-engagement-tools, big-data",73000000.0
18,5d245689f82093f85a6ef984,games_video,,2006.0,37.788482,-122.409173,Kyte,40.0,"{'type': 'Point', 'coordinates': [-122.409173, 37.788482]}","video, mobile, iphone-app, video-platform, mobile-app, media, interactive",23400000.0
19,5d245689f82093f85a6ef985,web,,,37.437328,-122.159928,JotSpot,,"{'type': 'Point', 'coordinates': [-122.159928, 37.437328]}",,5200000.0
20,5d245689f82093f85a6ef986,web,,,41.885619,-87.622309,Info,,"{'type': 'Point', 'coordinates': [-87.622309, 41.885619]}",,8400000.0
21,5d245689f82093f85a6ef987,advertising,,2008.0,34.1494713,-118.1327468,OpenX,305.0,"{'type': 'Point', 'coordinates': [-118.1327468, 34.1494713]}","ad-server, ad-serving, ad-exchange, yield-optimization, content-valuation",75500000.0
22,5d245689f82093f85a6ef988,web,2013.0,2006.0,30.268735,-97.745209,Thoof,,"{'type': 'Point', 'coordinates': [-97.745209, 30.268735]}",social-news,1000000.0
23,5d245689f82093f85a6ef98a,mobile,,2005.0,37.480999,-122.173887,Jingle Networks,35.0,"{'type': 'Point', 'coordinates': [-122.173887, 37.480999]}","directoryassistance, advertising, mobile",88700000.0
24,5d245689f82093f85a6ef98b,social,,2007.0,40.757929,-73.985506,MeetMoi,15.0,"{'type': 'Point', 'coordinates': [-73.985506, 40.757929]}","mobile, dating, location, realtime, phone",5580000.0
25,5d245689f82093f85a6ef98c,web,,2002.0,37.387845,-122.055197,Plaxo,50.0,"{'type': 'Point', 'coordinates': [-122.055197, 37.387845]}","contact-management, address-book, sync, contacts, de-duper, import, personal-cloud",28300000.0
26,5d245689f82093f85a6ef98e,games_video,2013.0,2007.0,53.344104,-6.267494,Babelgum,,"{'type': 'Point', 'coordinates': [-6.267494, 53.344104]}","iptv, web2ireland",13200000.0
27,5d245689f82093f85a6ef990,social,,2004.0,40.7557162,-73.9792469,Facebook,5299.0,"{'type': 'Point', 'coordinates': [-73.9792469, 40.7557162]}","facebook, college, students, profiles, network, online-communities, social-networking",2430000000.0
28,5d245689f82093f85a6ef991,web,2010.0,2005.0,37.793148,-122.402567,Wesabe,,"{'type': 'Point', 'coordinates': [-122.402567, 37.793148]}","moneymanagement, finance, money",4700000.0
29,5d245689f82093f85a6ef992,web,,2002.0,40.72604,-73.995722,Meetup,75.0,"{'type': 'Point', 'coordinates': [-73.995722, 40.72604]}",,18300000.0
30,5d245689f82093f85a6ef993,security,,2005.0,33.429859,-111.938739,LifeLock,644.0,"{'type': 'Point', 'coordinates': [-111.938739, 33.429859]}",,178000000.0
31,5d245689f82093f85a6ef994,web,2008.0,2005.0,37.697805,-121.907768,Jangl SMS,22.0,"{'type': 'Point', 'coordinates': [-121.907768, 37.697805]}","buzzage, jangl, voice, call, email",9000000.0
32,5d245689f82093f85a6ef996,finance,,2006.0,37.78976,-122.402524,Prosper,,"{'type': 'Point', 'coordinates': [-122.402524, 37.78976]}","crowd-funding, lending, p2plending, money, lendingclub, facebookapp, zopa, virginmoney, prospers-org, loans",120000000.0
33,5d245689f82093f85a6ef997,mobile,,2005.0,37.4233896,-122.0899512,Jajah,110.0,"{'type': 'Point', 'coordinates': [-122.0899512, 37.4233896]}","voip, jajah, jahjah, jaha, jaja, telephony, mobile, voice, voice-over-ip, calling, calls, international, voice-2-0, telephony-2-0, mobile-2-0, platform",33000000.0
34,5d245689f82093f85a6ef998,network_hosting,,1984.0,37.408802,-121.95377,Cisco,63000.0,"{'type': 'Point', 'coordinates': [-121.95377, 37.408802]}",networking,2500000.0
35,5d245689f82093f85a6ef999,games_video,,2006.0,31.046051,34.851612,blogTV,,"{'type': 'Point', 'coordinates': [34.851612, 31.046051]}","blogtv, broadcast, chat, live",3000000.0
36,5d245689f82093f85a6ef99b,games_video,,2004.0,40.722655,-73.99873,Pando Networks,23.0,"{'type': 'Point', 'coordinates': [-73.99873, 40.722655]}","p2p, video, streaming, download, cdn",11000000.0
37,5d245689f82093f85a6ef99c,games_video,,2007.0,40.801358,-74.3372,AdaptiveBlue,15.0,"{'type': 'Point', 'coordinates': [-74.3372, 40.801358]}","semantic-web, contextual-browsing, recommendations, entertainment, checkins",24000000.0
38,5d245689f82093f85a6ef99d,games_video,,2005.0,37.627971,-122.426804,YouTube,0.0,"{'type': 'Point', 'coordinates': [-122.426804, 37.627971]}","channels, movies, rentals, share, usergeneratedvideo, viralvideo, video, videos",11500000.0
39,5d245689f82093f85a6ef99e,web,,1995.0,37.295005,-121.930035,eBay,15000.0,"{'type': 'Point', 'coordinates': [-121.930035, 37.295005]}","auction, bid, search, market",6700000.0
40,5d245689f82093f85a6ef99f,web,2008.0,,37.384239,-122.012475,Mercora,,"{'type': 'Point', 'coordinates': [-122.012475, 37.384239]}",,5000000.0
41,5d245689f82093f85a6ef9a0,social,,2006.0,37.7768052,-122.4169244,Twitter,1300.0,"{'type': 'Point', 'coordinates': [-122.4169244, 37.7768052]}","text, messaging, social, community, twitter, tweet, twttr, microblog, sms",1160000000.0
42,5d245689f82093f85a6ef9a2,social,,2004.0,37.41605,-122.151801,Facebook,5299.0,"{'type': 'Point', 'coordinates': [-122.151801, 37.41605]}","facebook, college, students, profiles, network, online-communities, social-networking",2430000000.0
43,5d245689f82093f85a6ef9a4,search,,2006.0,37.488336,-122.217964,Spock,30.0,"{'type': 'Point', 'coordinates': [-122.217964, 37.488336]}",summer-j-thomas,7000000.0
44,5d245689f82093f85a6ef9a5,web,,2007.0,37.269175,-119.306607,SodaHead,25.0,"{'type': 'Point', 'coordinates': [-119.306607, 37.269175]}",,12700000.0
45,5d245689f82093f85a6ef9a6,ecommerce,,2006.0,37.559287,-122.302262,Wize,,"{'type': 'Point', 'coordinates': [-122.302262, 37.559287]}","reviews, shopping, search",4990000.0
46,5d245689f82093f85a6ef9a7,search,,2004.0,47.617682,-122.357242,Jobster,,"{'type': 'Point', 'coordinates': [-122.357242, 47.617682]}",,52500000.0
47,5d245689f82093f85a6ef9a8,games_video,,2006.0,37.780716,-122.393913,CastTV,0.0,"{'type': 'Point', 'coordinates': [-122.393913, 37.780716]}","videosearch, techcrunch40",3100000.0
48,5d245689f82093f85a6ef9a9,games_video,,2005.0,37.757758,-122.388243,Revision3,,"{'type': 'Point', 'coordinates': [-122.388243, 37.757758]}","video, digg, msn",9000000.0
49,5d245689f82093f85a6ef9ab,games_video,2010.0,2006.0,51.808933,6.553452,SellABand,,"{'type': 'Point', 'coordinates': [6.553452, 51.808933]}","musicmonetizatoin, music, bands",5000000.0
50,5d245689f82093f85a6ef9ad,mobile,2012.0,2006.0,49.263588,-123.138565,EQO,0.0,"{'type': 'Point', 'coordinates': [-123.138565, 49.263588]}","eqo, voip, mobile-voip, mobile-instant-messaging, text-messaging, mobile-im, international-calling, j2me, symbian, blackberry, windows-mobile",12500000.0
51,5d245689f82093f85a6ef9ae,mobile,,2005.0,42.375392,-71.118487,iSkoot,,"{'type': 'Point', 'coordinates': [-71.118487, 42.375392]}",,32200000.000000004
52,5d245689f82093f85a6ef9af,mobile,,2005.0,37.780134,-122.396744,iSkoot,,"{'type': 'Point', 'coordinates': [-122.396744, 37.780134]}",,32200000.000000004
53,5d245689f82093f85a6ef9b0,games_video,,2007.0,37.421621,-122.137444,Funny Or Die,,"{'type': 'Point', 'coordinates': [-122.137444, 37.421621]}","celebrity, video, comedy",18000000.0
54,5d245689f82093f85a6ef9b2,games_video,,2000.0,37.590339,-122.341715,MeeVee,,"{'type': 'Point', 'coordinates': [-122.341715, 37.590339]}","tvguide, video",25000000.0
55,5d245689f82093f85a6ef9b4,mobile,,2006.0,37.465645,-121.932202,GrandCentral,3.0,"{'type': 'Point', 'coordinates': [-121.932202, 37.465645]}","telephony, voip",4000000.0
56,5d245689f82093f85a6ef9b5,ecommerce,2011.0,2005.0,48.862825,2.381836,Zlio,,"{'type': 'Point', 'coordinates': [2.381836, 48.862825]}",ecommerce,4000000.0
57,5d245689f82093f85a6ef9b6,web,,2002.0,37.44296,-122.151198,Topix,,"{'type': 'Point', 'coordinates': [-122.151198, 37.44296]}","news, hyper-local, community",15000000.0
58,5d245689f82093f85a6ef9ba,social,,2004.0,53.344104,-6.267494,Facebook,5299.0,"{'type': 'Point', 'coordinates': [-6.267494, 53.344104]}","facebook, college, students, profiles, network, online-communities, social-networking",2430000000.0
59,5d245689f82093f85a6ef9bb,games_video,,2007.0,37.392936,-122.07948,Ustream,250.0,"{'type': 'Point', 'coordinates': [-122.07948, 37.392936]}","live, stream, streaming, video, videos, broadcast, broadcasting, mobile, app",60100000.0
60,5d245689f82093f85a6ef9bc,games_video,,2007.0,40.726155,-73.995625,Livestream,120.0,"{'type': 'Point', 'coordinates': [-73.995625, 40.726155]}","mogulus, ustream, justin-tv, live-broadcast, streaming, video, livecastr, livestream",14700000.0
61,5d245689f82093f85a6ef9bd,software,,2003.0,51.518132,-0.131916,Skype,0.0,"{'type': 'Point', 'coordinates': [-0.131916, 51.518132]}","phone, voip, sweden, skype",76800000.0
62,5d245689f82093f85a6ef9bf,enterprise,,2006.0,37.7870842,-122.4038047,Mashery,0.0,"{'type': 'Point', 'coordinates': [-122.4038047, 37.7870842]}","api, api-management, saas, enterprise, apis, platform, web-services, analytics",34700000.0
63,5d245689f82093f85a6ef9c4,web,,2007.0,52.3745228,4.8948623,Wakoopa,8.0,"{'type': 'Point', 'coordinates': [4.8948623, 52.3745228]}","socialnetwork, software, desktop, apps",1000000.0
64,5d245689f82093f85a6ef9c6,web,2009.0,2003.0,37.476479,-122.221717,Coghead,21.0,"{'type': 'Point', 'coordinates': [-122.221717, 37.476479]}","applications, web, database, ajax, flash, apps, paas, platform-as-a-service",11200000.0
65,5d245689f82093f85a6ef9c7,travel,,2007.0,47.599925,-122.334264,Yapta,,"{'type': 'Point', 'coordinates': [-122.334264, 47.599925]}","travel, airfare, airline",24300000.0
66,5d245689f82093f85a6ef9c8,search,,2004.0,37.786183,-122.402195,Yelp,800.0,"{'type': 'Point', 'coordinates': [-122.402195, 37.786183]}","localsearch, localreviews, reviews, avriette",90000000.0
67,5d245689f82093f85a6ef9ca,web,,1999.0,37.374998,-121.977853,SideStep,75.0,"{'type': 'Point', 'coordinates': [-121.977853, 37.374998]}","deals, travel, flights, hotels, tickets, vacation, travel-comparison, travel-search",32000000.0
68,5d245689f82093f85a6ef9cb,enterprise,,2004.0,40.7516611,-73.9843328,KickApps,72.0,"{'type': 'Point', 'coordinates': [-73.9843328, 40.7516611]}","social, network, socialnetwork, ugc, user, generated, content, media, online-video, widget",32000000.0
69,5d245689f82093f85a6ef9ce,enterprise,,2004.0,37.7891086,-122.4016144,KickApps,72.0,"{'type': 'Point', 'coordinates': [-122.4016144, 37.7891086]}","social, network, socialnetwork, ugc, user, generated, content, media, online-video, widget",32000000.0
70,5d245689f82093f85a6ef9cf,games_video,,2005.0,37.484619,-122.206893,RockYou,106.0,"{'type': 'Point', 'coordinates': [-122.206893, 37.484619]}","widgets, photos, avatars, countdown, horoscope, voicemail, rockyou, facebook, highoktane",136000000.0
71,5d245689f82093f85a6ef9d1,web,2012.0,,37.09024,-95.712891,PlaceBlogger,,"{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}",,5000000.0
72,5d245689f82093f85a6ef9d3,web,,2006.0,37.758113,-122.414689,Pageflakes,20.0,"{'type': 'Point', 'coordinates': [-122.414689, 37.758113]}","homepage, ajaxhomepage, ajax, startpage",4099999.9999999995
73,5d245689f82093f85a6ef9d5,web,,2005.0,37.782103,-122.401116,Bebo,0.0,"{'type': 'Point', 'coordinates': [-122.401116, 37.782103]}","socialnetwork, share",15000000.0
74,5d245689f82093f85a6ef9d6,web,,2004.0,41.889474,-87.628912,FeedBurner,,"{'type': 'Point', 'coordinates': [-87.628912, 41.889474]}","feedburner, feed-management, rss, chicago, rss-feeds, rss-feed",8000000.0
75,5d245689f82093f85a6ef9d7,public_relations,2011.0,2005.0,37.781427,-122.392144,Slide,64.0,"{'type': 'Point', 'coordinates': [-122.392144, 37.781427]}","widgets, slideshows, expression, guestbook, screensaver, personalize, photos, myspace, flash",78000000.0
76,5d245689f82093f85a6ef9d8,mobile,,2006.0,37.09024,-95.712891,WeFi,,"{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}",,10000000.0
77,5d245689f82093f85a6ef9d9,web,,2007.0,48.856667,2.350987,TVtrip,,"{'type': 'Point', 'coordinates': [2.350987, 48.856667]}","travel, hotel, video, paris, restaraunt",13800000.0
78,5d245689f82093f85a6ef9db,search,2010.0,2005.0,37.789268,-122.395184,Swivel,1.0,"{'type': 'Point', 'coordinates': [-122.395184, 37.789268]}","data, research, graphs, swivel",2000000.0
79,5d245689f82093f85a6ef9dc,ecommerce,,2006.0,37.391502,-122.073463,TheFind,,"{'type': 'Point', 'coordinates': [-122.073463, 37.391502]}","thefind, shopping, search, glimpse, thefindgreen, local",26000000.0
80,5d245689f82093f85a6ef9dd,advertising,2012.0,2004.0,43.090756,-89.522805,Sway,,"{'type': 'Point', 'coordinates': [-89.522805, 43.090756]}","socialmedia, marketing, onlinemarketing, advertising",2000000.0
81,5d245689f82093f85a6ef9de,enterprise,,2004.0,51.5094731,-0.1356235,KickApps,72.0,"{'type': 'Point', 'coordinates': [-0.1356235, 51.5094731]}","social, network, socialnetwork, ugc, user, generated, content, media, online-video, widget",32000000.0
82,5d245689f82093f85a6ef9df,enterprise,,2004.0,33.991101,-118.468707,KickApps,72.0,"{'type': 'Point', 'coordinates': [-118.468707, 33.991101]}","social, network, socialnetwork, ugc, user, generated, content, media, online-video, widget",32000000.0
83,5d245689f82093f85a6ef9e0,web,,2005.0,48.870806,2.34668,Netvibes,35.0,"{'type': 'Point', 'coordinates': [2.34668, 48.870806]}","homepage, ajaxhomepage, ajax, startpage, pageflakes, france",16000000.0
84,5d245689f82093f85a6ef9e1,search,,2003.0,47.620982,-122.359397,Farecast,26.0,"{'type': 'Point', 'coordinates': [-122.359397, 47.620982]}","travel, airline, airfare, seattle, smart-travel, travel-search",20600000.0
85,5d245689f82093f85a6ef9e4,web,,1994.0,37.418531,-122.025485,Yahoo!,13600.0,"{'type': 'Point', 'coordinates': [-122.025485, 37.418531]}","search, portal, webmail, photos",6800000.0
86,5d245689f82093f85a6ef9e6,ecommerce,,1999.0,37.5108541,-122.2013557,Zazzle,,"{'type': 'Point', 'coordinates': [-122.2013557, 37.5108541]}","tshirts, ecommerce, ondemand, communitymarketplace, goodtogo, volume-bonus-program, associates-referral-program, custom-embroidery, differentkindofsass, custom-shoes, custom-skateboards, hybrid-business",46000000.0
87,5d245689f82093f85a6ef9e7,advertising,2001.0,2003.0,37.779026,-122.40184,adBrite,50.0,"{'type': 'Point', 'coordinates': [-122.40184, 37.779026]}","adbrite, publishers, advertisers, advertising, exchange, ad-exchange, rtb, real-time-bidding, pre-roll-video, video-advertising, video-exchange",40400000.0
88,5d245689f82093f85a6ef9e8,web,,2004.0,37.762681,-122.400909,Dogster,,"{'type': 'Point', 'coordinates': [-122.400909, 37.762681]}","dogs, pets, cats, social, network, socialnetwork",1000000.0
89,5d245689f82093f85a6ef9e9,web,,2005.0,47.618599,-122.358484,Newsvine,8.0,"{'type': 'Point', 'coordinates': [-122.358484, 47.618599]}","newsvine, social, news, ap, community, msnbc, socialnews",1250000.0
90,5d245689f82093f85a6ef9ec,web,,2004.0,37.796396,-122.404869,Loomia,,"{'type': 'Point', 'coordinates': [-122.404869, 37.796396]}","loomia, recommendations, suggest, discovery",7500000.0
91,5d245689f82093f85a6ef9ed,mobile,,2006.0,37.870744,-122.269259,FlickIM,,"{'type': 'Point', 'coordinates': [-122.269259, 37.870744]}","mobileim, chat, im, andreshmt",1600000.0
92,5d245689f82093f85a6ef9ee,web,,2005.0,37.393679,-122.079017,Meebo,200.0,"{'type': 'Point', 'coordinates': [-122.079017, 37.393679]}","meebo, im, chat, online, replacement, community, www-chat-com, www-hi5-com, myspace, ajax",70000000.0
93,5d245689f82093f85a6ef9ef,ecommerce,2007.0,,37.443058,-122.161674,Edgeio,,"{'type': 'Point', 'coordinates': [-122.161674, 37.443058]}","marketplace, deadpool",6500000.0
94,5d245689f82093f85a6ef9f0,social,,2003.0,37.423258,-122.073635,LinkedIn,4800.0,"{'type': 'Point', 'coordinates': [-122.073635, 37.423258]}","social, resume, networking, manufacturers",200000000.0
