,name,lat,lng,oficina_principal,totalOffices,description,total_money_raised,RestaurantsNumber,RestaurantsRating,TravelNumber,SportNumber,TRAIN_AIRPORT_Number,Night_club_number,Number_SCHOOL,SUM,NUM_empresas_cercanas,SUM_TOTAL,NUM_empresas
0,Technorati,37.779558,-122.393041,"{'type': 'Point', 'coordinates': [-122.393041, 37.779558]}",1.0,Advertising platform/Publisher network,35952000.0,0.5335638042592369,-0.33293037993035374,-0.47587620552743526,0.7670998005354275,-0.10412673366795733,1.1935571421952922,0.38287346678932965,1.9641608946535398,1.4297864915828593,0.5343744030706805,270
1,Zopa,51.517904,-0.139947,"{'type': 'Point', 'coordinates': [-0.139947, 51.517904]}",1.0,P2P Lending,37968000.0,0.6807538192273023,-0.6465350453739485,2.2114247198039645,0.7670998005354275,2.5734178463652326,1.1935571421952922,0.38287346678932965,7.1625917495426,-0.3410961440158967,7.503687893558497,50
2,OneRiot,40.01621,-105.28131,"{'type': 'Point', 'coordinates': [-105.28131, 40.01621]}",1.0,Advertising Network for Twitter Apps,30576000.000000004,0.6807538192273023,0.4957658862677203,-0.47587620552743526,-0.8793583079308559,-0.9966415936790206,-0.05683605439025201,0.38287346678932965,-0.8493189892432116,-0.622827472406608,-0.22649151683660362,15
3,AdReady,47.649027,-122.346299,"{'type': 'Point', 'coordinates': [-122.346299, 47.649027]}",1.0,Advertising technology company,19936000.000000004,0.6807538192273023,0.5266388844202026,-0.47587620552743526,0.7670998005354275,-0.6396356496745953,-0.7388687070732761,0.38287346678932965,0.5029854086969552,-0.5986790728302612,1.1016644815272163,18
4,Predictify,37.486571,-122.229161,"{'type': 'Point', 'coordinates': [-122.229161, 37.486571]}",1.0,Marketing Prediction Software,4816000.0,0.6807538192273023,-0.5539160509165072,-0.47587620552743526,0.16838776109314263,0.43138218233868064,-0.39785238073176404,0.38287346678932965,0.2357525922727487,-0.5101349410503234,0.7458875333230721,29
5,Gydget,37.791733,-122.398398,"{'type': 'Point', 'coordinates': [-122.398398, 37.791733]}",1.0,Marketing Widget Maker,1120000.0,0.6807538192273023,-0.0908210786293443,0.1959490258054146,0.7670998005354275,-0.10412673366795733,1.1935571421952922,0.38287346678932965,3.0252854422554645,1.3492918263283702,1.6759936159270943,260
6,blinkbox music,51.7319786,-1.2063327,"{'type': 'Point', 'coordinates': [-1.2063327, 51.7319786]}",1.0,Music,6720000.000000001,-0.9383363454214166,-0.7734573711119093,-0.47587620552743526,-0.7296802980702847,-0.28262970567017,-0.9662129246342841,0.38287346678932965,-3.7833193836461696,-0.7194210707119946,-3.063898312934175,3
7,HEXIO,43.407099,-70.5745187,"{'type': 'Point', 'coordinates': [-70.5745187, 43.407099]}",1.0,Data Mining,22400000.000000004,-1.9686664501978741,2.656875756941145,-0.47587620552743526,-2.0767823868154256,-0.9966415936790206,-1.0798850334147883,-3.336468782021301,-7.277444694714699,-0.7435694702883413,-6.533875224426358,0
8,Ad Infuse,37.793375,-122.404571,"{'type': 'Point', 'coordinates': [-122.404571, 37.793375]}",1.0,Advertising for Mobile video,19712000.000000004,0.6807538192273023,0.2179089028954291,0.1959490258054146,0.7670998005354275,-0.10412673366795733,1.1935571421952922,0.38287346678932965,3.3340154237802375,1.3895391589556148,1.9444762648246228,265
9,Covario,32.912063,-117.114827,"{'type': 'Point', 'coordinates': [-117.114827, 32.912063]}",1.0,Marketing Analytics,17920000.0,-0.4967663005172206,0.0841259109013557,-0.47587620552743526,-0.4303242783491423,-0.818138621676808,-1.0798850334147883,0.38287346678932965,-2.833991061794709,-0.7435694702883413,-2.0904215915063675,0
10,Networked Insights,41.278528,-72.5254318,"{'type': 'Point', 'coordinates': [-72.5254318, 41.278528]}",3.0,Marketing Decisions Platform,43008000.00000001,-1.3799063903256128,1.3190458370004547,-0.47587620552743526,-2.226460396675997,-0.46113267767238264,-1.0798850334147883,-2.6801142675253073,-6.984329134141068,-0.7435694702883413,-6.240759663852726,0
11,Marketo,37.5583,-122.301385,"{'type': 'Point', 'coordinates': [-122.301385, 37.5583]}",1.0,Marketing Automation Software,120960000.00000001,-1.9686664501978741,-1.3566140028809257,-0.47587620552743526,-1.1787143276519985,0.43138218233868064,-1.0798850334147883,0.38287346678932965,-5.245500370545011,-0.3088982779141012,-4.93660209263091,54
12,Spongecell,37.773727,-122.401537,"{'type': 'Point', 'coordinates': [-122.401537, 37.773727]}",1.0,Advertising Technology Company,11200000.000000002,0.38637378929117155,1.0789225180367368,-0.47587620552743526,0.7670998005354275,-0.28262970567017,1.1935571421952922,0.38287346678932965,3.050320805650353,1.7598146191262638,1.290506186524089,311
