0,09.Sep
1,09.Sep
2,09.Sep
6,09.Sep
7,09.Sep
8,09.Sep
9,09.Sep
11,09.Sep
12,09.Sep
13,08.Aug
14,08.Aug
15,08.Aug
16,08.Aug
17,08.Aug
18,08.Aug
19,08.Aug
20,07.Jul
21,07.Jul
23,07.Jul
24,07.Jul
25,07.Jul
26,07.Jul
28,07.Jul
30,07.Jul
31,07.Jul
34,07.Jul
36,07.Jul
38,07.Jul
39,07.Jul
40,06.Jun
41,06.Jun
42,06.Jun
43,06.Jun
44,06.Jun
47,06.Jun
48,06.Jun
49,06.Jun
50,06.Jun
51,06.Jun
52,06.Jun
53,06.Jun
56,05.May
57,05.May
58,05.May
59,05.May
60,05.May
61,05.May
62,05.May
63,05.May
64,05.May
65,05.May
66,04.Apr
67,04.Apr
69,04.Apr
70,04.Apr
71,04.Apr
72,04.Apr
73,04.Apr
74,04.Apr
76,03.Mar
77,03.Mar
79,03.Mar
80,03.Mar
82,03.Mar
83,03.Mar
84,03.Mar
86,03.Mar
87,02.Feb
88,02.Feb
90,02.Feb
92,02.Feb
93,02.Feb
96,01.Jan
99,01.Jan
101,01.Jan
102,01.Jan
104,12.Dec
105,12.Dec
106,12.Dec
107,12.Dec
108,12.Dec
110,12.Dec
111,12.Dec
114,11Nov
115,11Nov
116,11Nov
117,11Nov
118,11Nov
119,11Nov
120,10.Oct
121,10.Oct
122,10.Oct
123,10.Oct
124,10.Oct
125,10.Oct
126,10.Oct
127,10.Oct
129,10.Oct
130,10.Oct
132,10.Oct
133,10.Oct
134,10.Oct
135,10.Oct
136,09.Sep
137,09.Sep
139,09.Sep
140,09.Sep
141,09.Sep
142,09.Sep
144,09.Sep
145,09.Sep
146,09.Sep
147,09.Sep
148,09.Sep
150,09.Sep
152,08.Aug
153,08.Aug
155,08.Aug
156,08.Aug
157,08.Aug
158,08.Aug
159,08.Aug
160,08.Aug
161,07.Jul
162,07.Jul
163,07.Jul
164,07.Jul
165,07.Jul
166,07.Jul
167,07.Jul
168,07.Jul
169,07.Jul
170,07.Jul
172,07.Jul
173,07.Jul
174,07.Jul
175,07.Jul
176,07.Jul
178,06.Jun
179,06.Jun
180,06.Jun
182,06.Jun
183,06.Jun
184,06.Jun
185,06.Jun
186,06.Jun
187,06.Jun
188,06.Jun
189,06.Jun
190,06.Jun
191,06.Jun
192,06.Jun
194,06.Jun
195,06.Jun
196,06.Jun
197,06.Jun
198,05.May
199,05.May
200,05.May
201,05.May
202,05.May
203,05.May
204,05.May
207,05.May
208,04.Apr
209,04.Apr
210,04.Apr
211,06.Jun
212,04.Apr
214,04.Apr
215,03.Mar
216,04.Apr
217,03.Mar
218,03.Mar
219,03.Mar
220,03.Mar
221,03.Mar
223,03.Mar
224,03.Mar
226,02.Feb
227,02.Feb
228,02.Feb
230,01.Jan
231,01.Jan
236,01.Jan
237,01.Jan
238,01.Jan
239,01.Jan
240,01.Jan
242,12.Dec
245,12.Dec
246,12.Dec
248,12.Dec
250,11Nov
251,11Nov
253,11Nov
255,11Nov
257,11Nov
258,10.Oct
259,10.Oct
264,10.Oct
265,10.Oct
267,10.Oct
269,10.Oct
270,10.Oct
273,10.Oct
274,10.Oct
276,09.Sep
278,09.Sep
279,09.Sep
280,09.Sep
281,09.Sep
283,08.Aug
284,08.Aug
286,08.Aug
287,08.Aug
288,08.Aug
292,08.Aug
294,08.Aug
296,08.Aug
297,08.Aug
298,08.Aug
299,08.Aug
300,08.Aug
301,08.Aug
302,08.Aug
305,07.Jul
306,07.Jul
308,07.Jul
309,07.Jul
310,07.Jul
312,07.Jul
315,07.Jul
316,06.Jun
317,06.Jun
319,06.Jun
321,06.Jun
